WorkOrderID,AssetID,AssetType,Region,Latitude,Longitude,Status,Priority,RiskScore,CreatedDate,DueDate,DaysOverdue,AssignedCrewID,Commodity,CPZoneID,HCA_Flag,RiskScore_Rubric,Priority_Rubric,OutageRequired,OutageType,OutageZoneID,ExpectedOutageMinutes,CustomersAffectedEst,CanShareWindow,Description
WO200086,A100115,Feeder,Central Valley,36.92904,-121.04188,Closed,Critical,10,2025-05-16,2025-07-06,0,C115,Electric,,,,,Y,Electric,CentralValley_1,112.0,1003.0,Y,"Work on Feeder (Asset A100115) in Central Valley, priority Critical, risk score 10."
WO200087,A100258,Substation Equipment,East Bay,37.82107,-121.61702,In Progress,Critical,10,2025-07-20,2025-07-27,11,C120,Electric,,,,,N,Electric,EastBay_1,186.0,4996.0,Y,"Work on Substation Equipment (Asset A100258) in East Bay, priority Critical, risk score 10."
WO200088,A100029,Transformer,East Bay,37.59895,-122.10412,Deferred,Critical,10,2025-05-14,2025-07-02,36,,Electric,,,,,N,Electric,EastBay_1,102.0,189.0,Y,"Work on Transformer (Asset A100029) in East Bay, priority Critical, risk score 10."
WO200089,A100122,Regulator,San Francisco,37.73006,-122.38828,Assigned,Critical,10,2025-05-29,2025-07-24,14,C104,Electric,,,,,N,Electric,SanFrancisco_1,73.0,59.0,N,"Work on Regulator (Asset A100122) in San Francisco, priority Critical, risk score 10."
WO200090,A100280,Pole,San Francisco,37.79279,-122.51945,Assigned,Critical,10,2025-07-18,2025-09-04,0,C105,Electric,,,,,Y,Electric,SanFrancisco_1,52.0,102.0,Y,"Work on Pole (Asset A100280) in San Francisco, priority Critical, risk score 10."
WO200091,A100042,Regulator,San Francisco,37.76475,-122.50909,Assigned,Critical,10,2025-05-09,2025-05-16,83,C101,Electric,,,,,Y,Electric,SanFrancisco_1,55.0,61.0,Y,"Work on Regulator (Asset A100042) in San Francisco, priority Critical, risk score 10."
WO200092,A100086,Regulator,Sierra,39.10112,-120.76469,Open,Critical,9,2025-05-02,2025-06-20,48,,Electric,,,,,N,Electric,Sierra_1,53.0,46.0,Y,"Work on Regulator (Asset A100086) in Sierra, priority Critical, risk score 9."
WO200093,A100016,Feeder,East Bay,37.62517,-122.12349,Open,Critical,10,2025-04-10,2025-04-22,107,,Electric,,,,,N,Electric,EastBay_1,109.0,996.0,Y,"Work on Feeder (Asset A100016) in East Bay, priority Critical, risk score 10."
WO200094,A100064,Pole,Peninsula,37.63905,-122.34335,Assigned,Medium,4,2025-07-13,2025-07-28,10,C109,Electric,,,,,N,Electric,Peninsula_1,58.0,93.0,Y,"Work on Pole (Asset A100064) in Peninsula, priority Medium, risk score 4."
WO200095,A100194,Gas Valve,San Francisco,37.79068,-122.42101,Open,Critical,10,2025-04-27,2025-06-09,59,,Gas,,,,,Y,Gas,SanFrancisco_1,72.0,88.0,Y,"Work on Gas Valve (Asset A100194) in San Francisco, priority Critical, risk score 10."
WO200096,A100231,Feeder,Peninsula,37.43088,-122.28599,Open,Critical,10,2025-04-26,2025-06-19,49,,Electric,,,,,Y,Electric,Peninsula_1,134.0,1019.0,N,"Work on Feeder (Asset A100231) in Peninsula, priority Critical, risk score 10."
WO200097,A100139,Regulator,North Bay,38.02696,-123.18414,Closed,High,7,2025-07-22,2025-08-21,0,C105,Electric,,,,,N,Electric,NorthBay_1,47.0,31.0,Y,"Work on Regulator (Asset A100139) in North Bay, priority High, risk score 7."
WO200098,A100213,Substation Equipment,Central Valley,37.66601,-121.33687,Open,Critical,10,2025-04-26,2025-06-20,48,,Electric,,,,,Y,Electric,CentralValley_1,185.0,5004.0,Y,"Work on Substation Equipment (Asset A100213) in Central Valley, priority Critical, risk score 10."
WO200099,A100109,Regulator,South Bay,37.05479,-122.29256,In Progress,Critical,10,2025-05-09,2025-06-20,48,C115,Electric,,,,,Y,Electric,SouthBay_1,49.0,68.0,N,"Work on Regulator (Asset A100109) in South Bay, priority Critical, risk score 10."
WO200100,A100037,Pole,San Francisco,37.80973,-122.38122,Closed,Low,1,2025-05-04,2025-05-27,0,C102,Electric,,,,,Y,Electric,SanFrancisco_1,49.0,88.0,Y,"Work on Pole (Asset A100037) in San Francisco, priority Low, risk score 1."
WO200101,A100030,Pole,North Bay,38.04987,-122.64972,Open,Critical,10,2025-04-28,2025-05-07,92,,Electric,,,,,Y,Electric,NorthBay_1,63.0,101.0,Y,"Work on Pole (Asset A100030) in North Bay, priority Critical, risk score 10."
WO200102,A100066,Transformer,San Francisco,37.76597,-122.40628,In Progress,Critical,9,2025-07-27,2025-09-13,0,C120,Electric,,,,,N,Electric,SanFrancisco_1,101.0,183.0,Y,"Work on Transformer (Asset A100066) in San Francisco, priority Critical, risk score 9."
WO200103,A100121,Pole,North Bay,38.52663,-123.06722,Assigned,Critical,10,2025-07-18,2025-08-18,0,C120,Electric,,,,,Y,Electric,NorthBay_1,58.0,105.0,Y,"Work on Pole (Asset A100121) in North Bay, priority Critical, risk score 10."
WO200104,A100211,Switchgear,Sierra,38.66893,-120.0664,Assigned,Critical,10,2025-07-07,2025-09-05,0,C102,Electric,,,,,N,Electric,Sierra_1,70.0,108.0,N,"Work on Switchgear (Asset A100211) in Sierra, priority Critical, risk score 10."
WO200105,A100137,Pole,South Bay,37.26971,-122.05089,Deferred,Critical,10,2025-06-18,2025-07-18,20,,Electric,,,,,N,Electric,SouthBay_1,74.0,113.0,Y,"Work on Pole (Asset A100137) in South Bay, priority Critical, risk score 10."
WO200106,A100189,Transformer,East Bay,37.6004,-121.72433,Assigned,Critical,10,2025-04-26,2025-05-31,68,C106,Electric,,,,,Y,Electric,EastBay_1,78.0,202.0,N,"Work on Transformer (Asset A100189) in East Bay, priority Critical, risk score 10."
WO200107,A100192,Pole,Sierra,38.87965,-120.06738,Open,Critical,10,2025-07-10,2025-09-06,0,,Electric,,,,,Y,Electric,Sierra_1,69.0,116.0,Y,"Work on Pole (Asset A100192) in Sierra, priority Critical, risk score 10."
WO200108,A100075,Substation Equipment,East Bay,37.62697,-122.37999,In Progress,High,8,2025-05-07,2025-05-24,75,C114,Electric,,,,,N,Electric,EastBay_1,177.0,4990.0,Y,"Work on Substation Equipment (Asset A100075) in East Bay, priority High, risk score 8."
WO200109,A100275,Regulator,East Bay,37.94442,-121.9498,Closed,Critical,10,2025-05-28,2025-06-28,0,C115,Electric,,,,,Y,Electric,EastBay_1,54.0,35.0,Y,"Work on Regulator (Asset A100275) in East Bay, priority Critical, risk score 10."
WO200110,A100259,Pole,Central Valley,37.42589,-121.00112,Closed,Critical,10,2025-06-24,2025-08-20,0,C111,Electric,,,,,Y,Electric,CentralValley_1,69.0,97.0,Y,"Work on Pole (Asset A100259) in Central Valley, priority Critical, risk score 10."
WO200111,A100236,Pole,South Bay,37.16758,-121.82984,Open,Critical,10,2025-06-21,2025-07-15,23,,Electric,,,,,Y,Electric,SouthBay_1,62.0,100.0,Y,"Work on Pole (Asset A100236) in South Bay, priority Critical, risk score 10."
WO200112,A100248,Feeder,Peninsula,37.37457,-122.36993,Closed,Medium,4,2025-05-06,2025-06-27,0,C120,Electric,,,,,Y,Electric,Peninsula_1,112.0,1015.0,N,"Work on Feeder (Asset A100248) in Peninsula, priority Medium, risk score 4."
WO200113,A100177,Pole,East Bay,37.87933,-121.75237,Closed,Critical,10,2025-06-16,2025-07-31,0,C101,Electric,,,,,N,Electric,EastBay_1,52.0,120.0,Y,"Work on Pole (Asset A100177) in East Bay, priority Critical, risk score 10."
WO200114,A100099,Substation Equipment,Central Valley,37.69134,-120.54903,In Progress,Critical,9,2025-04-13,2025-04-29,100,C110,Electric,,,,,N,Electric,CentralValley_1,171.0,5017.0,N,"Work on Substation Equipment (Asset A100099) in Central Valley, priority Critical, risk score 9."
WO200115,A100288,Pole,San Francisco,37.71378,-122.47615,Deferred,Critical,10,2025-05-15,2025-06-18,50,,Electric,,,,,N,Electric,SanFrancisco_1,52.0,113.0,Y,"Work on Pole (Asset A100288) in San Francisco, priority Critical, risk score 10."
WO200116,A100139,Regulator,North Bay,38.17361,-122.55386,Assigned,High,8,2025-06-27,2025-07-28,10,C113,Electric,,,,,N,Electric,NorthBay_1,58.0,46.0,N,"Work on Regulator (Asset A100139) in North Bay, priority High, risk score 8."
WO200117,A100106,Regulator,Peninsula,37.50036,-122.23592,Closed,Critical,10,2025-05-12,2025-07-07,0,C115,Electric,,,,,N,Electric,Peninsula_1,63.0,66.0,N,"Work on Regulator (Asset A100106) in Peninsula, priority Critical, risk score 10."
WO200118,A100183,Switchgear,South Bay,37.32569,-121.79261,Open,Critical,10,2025-06-22,2025-08-12,0,,Electric,,,,,Y,Electric,SouthBay_1,73.0,104.0,N,"Work on Switchgear (Asset A100183) in South Bay, priority Critical, risk score 10."
WO200119,A100163,Gas Valve,Central Valley,37.69194,-120.93076,Assigned,Critical,10,2025-06-25,2025-07-19,19,C119,Gas,,,,,Y,Gas,CentralValley_1,50.0,117.0,N,"Work on Gas Valve (Asset A100163) in Central Valley, priority Critical, risk score 10."
WO200120,A100266,Regulator,Sierra,39.15302,-121.02851,Closed,Critical,10,2025-04-15,2025-06-09,0,C102,Electric,,,,,N,Electric,Sierra_1,45.0,41.0,N,"Work on Regulator (Asset A100266) in Sierra, priority Critical, risk score 10."
WO200121,A100228,Gas Valve,San Francisco,37.70873,-122.43997,Open,Critical,10,2025-06-22,2025-08-21,0,,Gas,,,,,Y,Gas,SanFrancisco_1,67.0,102.0,Y,"Work on Gas Valve (Asset A100228) in San Francisco, priority Critical, risk score 10."
WO200122,A100068,Pole,San Francisco,37.79253,-122.44991,Open,Critical,10,2025-05-16,2025-06-01,67,,Electric,,,,,N,Electric,SanFrancisco_1,75.0,101.0,Y,"Work on Pole (Asset A100068) in San Francisco, priority Critical, risk score 10."
WO200123,A100156,Regulator,North Bay,38.21176,-123.09617,Closed,Critical,10,2025-04-11,2025-06-08,0,C116,Electric,,,,,Y,Electric,NorthBay_1,59.0,50.0,Y,"Work on Regulator (Asset A100156) in North Bay, priority Critical, risk score 10."
WO200124,A100002,Feeder,San Francisco,37.7074,-122.48424,Open,Critical,10,2025-06-14,2025-07-25,13,,Electric,,,,,Y,Electric,SanFrancisco_1,105.0,1006.0,N,"Work on Feeder (Asset A100002) in San Francisco, priority Critical, risk score 10."
WO200125,A100195,Regulator,Peninsula,37.32328,-122.48552,Closed,Critical,10,2025-05-19,2025-06-26,0,C107,Electric,,,,,Y,Electric,Peninsula_1,69.0,60.0,Y,"Work on Regulator (Asset A100195) in Peninsula, priority Critical, risk score 10."
WO200126,A100204,Pole,Sierra,39.63874,-120.87165,Closed,Critical,10,2025-04-19,2025-06-13,0,C108,Electric,,,,,Y,Electric,Sierra_1,61.0,85.0,N,"Work on Pole (Asset A100204) in Sierra, priority Critical, risk score 10."
WO200127,A100139,Regulator,North Bay,38.5804,-122.58783,Open,High,6,2025-06-19,2025-08-03,4,,Electric,,,,,N,Electric,NorthBay_1,45.0,56.0,Y,"Work on Regulator (Asset A100139) in North Bay, priority High, risk score 6."
WO200128,A100035,Pole,North Bay,38.44574,-123.1764,In Progress,Critical,10,2025-06-08,2025-07-14,24,C109,Electric,,,,,N,Electric,NorthBay_1,59.0,119.0,Y,"Work on Pole (Asset A100035) in North Bay, priority Critical, risk score 10."
WO200129,A100071,Gas Valve,Central Valley,37.35669,-121.25772,Open,Critical,10,2025-05-14,2025-07-08,30,,Gas,,,,,Y,Gas,CentralValley_1,67.0,113.0,Y,"Work on Gas Valve (Asset A100071) in Central Valley, priority Critical, risk score 10."
WO200130,A100121,Pole,North Bay,38.42742,-122.38841,In Progress,Critical,10,2025-06-09,2025-07-15,23,C118,Electric,,,,,N,Electric,NorthBay_1,46.0,91.0,Y,"Work on Pole (Asset A100121) in North Bay, priority Critical, risk score 10."
WO200131,A100236,Pole,South Bay,37.09222,-122.2354,Closed,Critical,9,2025-04-16,2025-05-15,0,C108,Electric,,,,,Y,Electric,SouthBay_1,58.0,86.0,Y,"Work on Pole (Asset A100236) in South Bay, priority Critical, risk score 9."
WO200132,A100257,Gas Valve,East Bay,37.69693,-122.02516,In Progress,Critical,9,2025-06-08,2025-07-22,16,C109,Gas,,,,,N,Gas,EastBay_1,65.0,89.0,Y,"Work on Gas Valve (Asset A100257) in East Bay, priority Critical, risk score 9."
WO200133,A100113,Pole,Peninsula,37.61337,-122.49334,Assigned,Critical,10,2025-04-13,2025-05-23,76,C117,Electric,,,,,Y,Electric,Peninsula_1,52.0,96.0,Y,"Work on Pole (Asset A100113) in Peninsula, priority Critical, risk score 10."
WO200134,A100118,Transformer,South Bay,37.3992,-121.83666,Open,Medium,3,2025-05-14,2025-06-02,66,,Electric,,,,,Y,Electric,SouthBay_1,82.0,205.0,Y,"Work on Transformer (Asset A100118) in South Bay, priority Medium, risk score 3."
WO200135,A100161,Switchgear,South Bay,37.34355,-121.97782,Open,Critical,10,2025-07-04,2025-07-16,22,,Electric,,,,,N,Electric,SouthBay_1,63.0,100.0,Y,"Work on Switchgear (Asset A100161) in South Bay, priority Critical, risk score 10."
WO200136,A100145,Pole,East Bay,37.68618,-121.64809,Assigned,Critical,10,2025-04-30,2025-05-25,74,C119,Electric,,,,,Y,Electric,EastBay_1,51.0,107.0,Y,"Work on Pole (Asset A100145) in East Bay, priority Critical, risk score 10."
WO200137,A100042,Regulator,San Francisco,37.71854,-122.40893,Closed,Critical,10,2025-06-13,2025-07-15,0,C105,Electric,,,,,N,Electric,SanFrancisco_1,63.0,31.0,N,"Work on Regulator (Asset A100042) in San Francisco, priority Critical, risk score 10."
WO200138,A100200,Gas Valve,Central Valley,36.65671,-121.03954,Deferred,High,6,2025-06-27,2025-07-06,32,,Gas,,,,,N,Gas,CentralValley_1,50.0,80.0,Y,"Work on Gas Valve (Asset A100200) in Central Valley, priority High, risk score 6."
WO200139,A100185,Feeder,San Francisco,37.78314,-122.36777,Closed,Critical,10,2025-05-26,2025-06-25,0,C112,Electric,,,,,Y,Electric,SanFrancisco_1,110.0,1015.0,Y,"Work on Feeder (Asset A100185) in San Francisco, priority Critical, risk score 10."
WO200140,A100072,Transformer,Central Valley,37.52659,-120.79241,Closed,High,8,2025-05-09,2025-06-14,0,C105,Electric,,,,,N,Electric,CentralValley_1,77.0,205.0,Y,"Work on Transformer (Asset A100072) in Central Valley, priority High, risk score 8."
WO200141,A100101,Substation Equipment,Sierra,39.54828,-120.65137,Open,High,7,2025-06-18,2025-08-02,5,,Electric,,,,,N,Electric,Sierra_1,171.0,5008.0,Y,"Work on Substation Equipment (Asset A100101) in Sierra, priority High, risk score 7."
WO200142,A100058,Transformer,Peninsula,37.63133,-122.21669,In Progress,Critical,10,2025-06-23,2025-08-02,5,C104,Electric,,,,,Y,Electric,Peninsula_1,93.0,200.0,Y,"Work on Transformer (Asset A100058) in Peninsula, priority Critical, risk score 10."
WO200143,A100072,Transformer,Central Valley,36.82589,-120.75094,Deferred,Critical,9,2025-07-24,2025-08-13,0,,Electric,,,,,Y,Electric,CentralValley_1,82.0,190.0,Y,"Work on Transformer (Asset A100072) in Central Valley, priority Critical, risk score 9."
WO200144,A100077,Substation Equipment,North Bay,38.39514,-122.34592,Assigned,Critical,10,2025-04-09,2025-05-22,77,C119,Electric,,,,,Y,Electric,NorthBay_1,174.0,5019.0,Y,"Work on Substation Equipment (Asset A100077) in North Bay, priority Critical, risk score 10."
WO200145,A100153,Pole,Peninsula,37.41557,-122.19884,Deferred,High,8,2025-07-01,2025-07-24,14,,Electric,,,,,Y,Electric,Peninsula_1,64.0,90.0,Y,"Work on Pole (Asset A100153) in Peninsula, priority High, risk score 8."
WO200146,A100072,Transformer,Central Valley,37.13074,-120.88334,Open,High,8,2025-06-23,2025-07-27,11,,Electric,,,,,Y,Electric,CentralValley_1,89.0,215.0,Y,"Work on Transformer (Asset A100072) in Central Valley, priority High, risk score 8."
WO200147,A100128,Feeder,East Bay,37.71103,-122.07593,In Progress,Critical,10,2025-06-01,2025-07-27,11,C120,Electric,,,,,N,Electric,EastBay_1,119.0,1018.0,N,"Work on Feeder (Asset A100128) in East Bay, priority Critical, risk score 10."
WO200148,A100262,Transformer,Central Valley,37.95978,-120.64242,Closed,Critical,10,2025-07-12,2025-08-04,0,C111,Electric,,,,,N,Electric,CentralValley_1,103.0,219.0,N,"Work on Transformer (Asset A100262) in Central Valley, priority Critical, risk score 10."
WO200149,A100209,Regulator,North Bay,38.42427,-122.64928,Assigned,Critical,10,2025-07-03,2025-07-21,17,C101,Electric,,,,,Y,Electric,NorthBay_1,45.0,64.0,Y,"Work on Regulator (Asset A100209) in North Bay, priority Critical, risk score 10."
WO200150,A100170,Switchgear,Central Valley,36.89079,-120.99319,In Progress,Critical,10,2025-07-22,2025-07-31,7,C115,Electric,,,,,Y,Electric,CentralValley_1,64.0,113.0,Y,"Work on Switchgear (Asset A100170) in Central Valley, priority Critical, risk score 10."
WO200151,A100006,Switchgear,San Francisco,37.74831,-122.4991,Closed,Critical,10,2025-05-27,2025-06-07,0,C113,Electric,,,,,N,Electric,SanFrancisco_1,74.0,103.0,Y,"Work on Switchgear (Asset A100006) in San Francisco, priority Critical, risk score 10."
WO200152,A100294,Regulator,Peninsula,37.62876,-122.35042,Deferred,Critical,10,2025-07-13,2025-09-03,0,,Electric,,,,,Y,Electric,Peninsula_1,51.0,51.0,Y,"Work on Regulator (Asset A100294) in Peninsula, priority Critical, risk score 10."
WO200153,A100093,Gas Valve,San Francisco,37.801,-122.3621,In Progress,Critical,10,2025-06-26,2025-07-23,15,C103,Gas,,,,,Y,Gas,SanFrancisco_1,71.0,84.0,N,"Work on Gas Valve (Asset A100093) in San Francisco, priority Critical, risk score 10."
WO200154,A100269,Regulator,North Bay,38.20567,-122.8571,Assigned,Critical,10,2025-05-04,2025-06-12,56,C115,Electric,,,,,Y,Electric,NorthBay_1,48.0,62.0,Y,"Work on Regulator (Asset A100269) in North Bay, priority Critical, risk score 10."
WO200155,A100071,Gas Valve,Central Valley,36.77502,-120.6533,Assigned,Critical,10,2025-04-11,2025-04-28,101,C108,Gas,,,,,N,Gas,CentralValley_1,73.0,115.0,Y,"Work on Gas Valve (Asset A100071) in Central Valley, priority Critical, risk score 10."
WO200156,A100182,Switchgear,North Bay,38.47544,-122.3575,Open,Critical,9,2025-04-27,2025-05-18,81,,Electric,,,,,Y,Electric,NorthBay_1,50.0,99.0,Y,"Work on Switchgear (Asset A100182) in North Bay, priority Critical, risk score 9."
WO200157,A100254,Regulator,Peninsula,37.52666,-122.49946,Open,High,6,2025-06-26,2025-07-25,13,,Electric,,,,,N,Electric,Peninsula_1,69.0,48.0,N,"Work on Regulator (Asset A100254) in Peninsula, priority High, risk score 6."
WO200158,A100255,Regulator,San Francisco,37.76848,-122.44493,Closed,Critical,10,2025-05-19,2025-05-27,0,C102,Electric,,,,,N,Electric,SanFrancisco_1,45.0,64.0,Y,"Work on Regulator (Asset A100255) in San Francisco, priority Critical, risk score 10."
WO200159,A100193,Feeder,Central Valley,36.97049,-121.40752,In Progress,Critical,9,2025-06-25,2025-08-21,0,C116,Electric,,,,,Y,Electric,CentralValley_1,133.0,996.0,Y,"Work on Feeder (Asset A100193) in Central Valley, priority Critical, risk score 9."
WO200160,A100093,Gas Valve,San Francisco,37.7694,-122.49702,Open,Critical,10,2025-07-21,2025-08-03,4,,Gas,,,,,N,Gas,SanFrancisco_1,49.0,113.0,Y,"Work on Gas Valve (Asset A100093) in San Francisco, priority Critical, risk score 10."
WO200161,A100215,Regulator,Sierra,39.42761,-120.85201,Deferred,Critical,10,2025-04-23,2025-04-30,99,,Electric,,,,,Y,Electric,Sierra_1,71.0,38.0,Y,"Work on Regulator (Asset A100215) in Sierra, priority Critical, risk score 10."
WO200162,A100074,Transformer,San Francisco,37.79113,-122.36555,Assigned,Critical,10,2025-05-03,2025-06-26,42,C119,Electric,,,,,N,Electric,SanFrancisco_1,97.0,205.0,Y,"Work on Transformer (Asset A100074) in San Francisco, priority Critical, risk score 10."
WO200163,A100030,Pole,North Bay,38.34866,-122.50908,In Progress,Critical,10,2025-06-02,2025-07-27,11,C116,Electric,,,,,N,Electric,NorthBay_1,45.0,81.0,Y,"Work on Pole (Asset A100030) in North Bay, priority Critical, risk score 10."
WO200164,A100089,Transformer,San Francisco,37.81749,-122.47618,Open,Critical,10,2025-06-17,2025-07-17,21,,Electric,,,,,N,Electric,SanFrancisco_1,104.0,188.0,Y,"Work on Transformer (Asset A100089) in San Francisco, priority Critical, risk score 10."
WO200165,A100152,Gas Valve,East Bay,37.564,-121.89196,Assigned,Critical,10,2025-07-13,2025-08-12,0,C106,Gas,,,,,N,Gas,EastBay_1,48.0,88.0,Y,"Work on Gas Valve (Asset A100152) in East Bay, priority Critical, risk score 10."
WO200166,A100078,Regulator,North Bay,38.01421,-122.42112,Closed,Critical,10,2025-06-02,2025-06-24,0,C101,Electric,,,,,N,Electric,NorthBay_1,66.0,69.0,Y,"Work on Regulator (Asset A100078) in North Bay, priority Critical, risk score 10."
WO200167,A100162,Transformer,East Bay,37.90957,-122.34378,Closed,High,7,2025-05-30,2025-07-21,0,C102,Electric,,,,,Y,Electric,EastBay_1,76.0,196.0,Y,"Work on Transformer (Asset A100162) in East Bay, priority High, risk score 7."
WO200168,A100203,Substation Equipment,North Bay,38.20018,-122.59995,Open,Critical,10,2025-07-08,2025-09-06,0,,Electric,,,,,Y,Electric,NorthBay_1,174.0,4980.0,Y,"Work on Substation Equipment (Asset A100203) in North Bay, priority Critical, risk score 10."
WO200169,A100293,Regulator,Peninsula,37.46758,-122.36646,Closed,Critical,10,2025-05-10,2025-06-09,0,C105,Electric,,,,,Y,Electric,Peninsula_1,49.0,54.0,Y,"Work on Regulator (Asset A100293) in Peninsula, priority Critical, risk score 10."
WO200170,A100007,Substation Equipment,Peninsula,37.55445,-122.29571,Deferred,Medium,3,2025-04-20,2025-05-25,74,,Electric,,,,,N,Electric,Peninsula_1,191.0,5019.0,N,"Work on Substation Equipment (Asset A100007) in Peninsula, priority Medium, risk score 3."
WO200171,A100283,Gas Valve,Peninsula,37.45304,-122.42832,Open,High,6,2025-06-09,2025-08-08,0,,Gas,,,,,N,Gas,Peninsula_1,54.0,104.0,Y,"Work on Gas Valve (Asset A100283) in Peninsula, priority High, risk score 6."
WO200172,A100015,Feeder,Peninsula,37.39688,-122.16144,Deferred,Critical,10,2025-07-19,2025-08-23,0,,Electric,,,,,Y,Electric,Peninsula_1,105.0,1018.0,Y,"Work on Feeder (Asset A100015) in Peninsula, priority Critical, risk score 10."
WO200173,A100278,Regulator,Sierra,38.82956,-120.14709,Open,High,8,2025-06-17,2025-08-15,0,,Electric,,,,,N,Electric,Sierra_1,66.0,64.0,Y,"Work on Regulator (Asset A100278) in Sierra, priority High, risk score 8."
